regions,Finess,typeEtab,ScoreAgrege,ClasseScoreAgrege,Chirurgie,RaisonSociale,CPA,Ambulatoire,Autodialyse exclusif,liso,liso_classe,bmr_classe,bmr,icalin2,icalin2_classe,icatb,icatb_classe,icsha2,icsha2_classe,sarm,sarm_classe,sarm_evolution,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_Raison Sociale,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_field_3,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_Num,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_TypeRue,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_NomRue,CodePostal,lat,long,Adresse des hopitaux et clinique en 2011_Adresse des établissement de santé (Sans Geolocalisation érroné)_field_13
Centre,180000051,02-CH SUP 300 LP,84.07,A,Oui,CH DE VIERZON,0,0,0,90,A,B,92,85,A,95,A,63.1,B,0.31,A,1,,,,,,,,,
Centre,180000069,02-CH INF 300 LP,91.35,A,Oui,CH DE SAINT AMAND-MONTROND,0,0,0,82,B,A,92,86,A,98.75,A,106.9,A,0.19,A,1,,,,,,,,,
Centre,180000093,04-HOPITAL LOCAL,79.31,A,Non,CH DE SANCERRE,0,0,0,0,NC,A,92,70.5,A,67.5,A,200.5,A,0,NC,NC,,,,,,,,,
Centre,180000358,05-CL INF 100 LP,81.21,B,Oui,CLINIQUE DES GRAINETIERES,0,0,0,79,B,B,88,96,A,80,A,54.8,C,0,NC,NC,CLINIQUE DES GRAINETIERES,,,PL,DE JUILLET,18206 ST AMAND MONTROND CEDEX,2.5006802000000334,46.7253312,
Centre,180000382,03-ETAB. PSY,73.17,A,Non,CLINIQUE LA GAILLARDIERE,0,0,0,0,NC,A,100,70.5,A,60,B,77.3,B,0,NC,NC,CLINIQUE LA GAILLARDIERE,MAISON DE SANTE POUR MALADIES MENTALES LA GAILLARDIERE,,CHE,DE LA GAILLARDIERE,18100 VIERZON,2.111951900000008,47.2263127,
Centre,180000598,07-SSR-SLD,73.01,B,Non,MAISON REPOS CONVALESCENCE LE BLAUDY,0,0,0,0,NC,B,76,92.5,A,85,A,25.5,D,0,NC,NC,MAISON REPOS CONVALESCENCE LE BLAUDY,MAISON DE REPOS ET DE CONVALESCENCE,251,RTE,DE VARYE,18230 ST DOULCHARD,2.3569552999999814,47.1082045,
Centre,180001158,03-ETAB. PSY,58.82,C,Non,CH GEORGES SAND E.P.S.I.C. DU CHER,0,0,0,0,NC,C,56,60.5,B,76.25,A,39.9,D,0,NC,NC,,,,,,,,,
Centre,180004145,05-CL SUP 100 LP,79.24,B,Oui,CLINIQUE GUILLAUME DE VARYE,0,0,0,87,A,C,76,90.5,A,86.25,A,48.3,C,0.35,C,-1,HOPITAL PRIVE GUILLAUME DE VARYE,HOPITAL PRIVE GUILLAUME DE VARYE,210,RTE,DE VOUZERON,18230 ST DOULCHARD,2.3559341999999788,47.1079522,
Centre,180008278,09-HAD,46.09,C,Non,HAD DU BERRY,0,0,0,0,NC,C,22,49.5,C,0,NC,51.8,C,0,NC,NC,KORIAN PAYS DES TROIS PROVINCES,KORIAN PAYS DES TROIS PROVINCES,27,R,LEO MERIGOT,18102 VIERZON CEDEX,2.0504344999999375,47.22840799999999,
Centre,280000035,07-SSR-SLD,73.09,B,Non,CENTRE CONVALESCENCE LE CLOS DU ROY,0,0,0,0,NC,D,44,71,A,72.5,A,92.2,A,0,NC,NC,CENTRE CONVALESCENCE LE CLOS DU ROY,,25,BD,LOUIS TERRIER,28100 DREUX,1.3698185000000649,48.7333154,
Centre,280000134,02-CH SUP 300 LP,70.32,C,Oui,CH DE CHARTRES,0,0,0,63,E,E,52,55,E,95,A,87.1,A,0.58,C,1,,,,,,,,,
Centre,280000142,03-ETAB. PSY,45.97,C,Non,CH SPECIALISE HENRI EY,0,0,0,0,NC,D,40,40,E,67.5,B,37.9,D,0,NC,NC,,,,,,,,,
Centre,280000159,05-CL SUP 100 LP,89.33,A,Oui,CLINIQUE NOTRE DAME DU BON SECOURS,0,0,0,91,A,A,100,86,A,87.5,A,90.4,A,0,NC,NC,CLINIQUE NOTRE DAME DU BON SECOURS,,9,R,CROIX JUMELIN,28000 CHARTRES,1.4864268000000038,48.45399740000001,
Centre,280000183,02-CH SUP 300 LP,89.4,A,Oui,CH DREUX,0,0,0,90,A,B,92,82,B,90,A,114.1,A,0.35,B,0,,,,,,,,,
Centre,280000225,04-HOPITAL LOCAL,69.23,B,Non,CH DE LA LOUPE,0,0,0,0,NC,B,64,60,C,66.25,A,91,A,0,NC,NC,,,,,,,,,
Centre,280000266,07-SSR-SLD,73.22,B,Non,CRF BEAUROUVRE DE BLANDAINVILLE,0,0,0,0,NC,A,100,70.5,A,90,A,47.5,C,0.15,B,0,CRF BEAUROUVRE DE BLANDAINVILLE,,,,,28120 BLANDAINVILLE,1.2907480000000078,48.307105,
Centre,280000431,07-SSR-SLD,77.03,A,Non,KORIAN PARC DE GASVILLE,0,0,0,0,NC,A,100,81,A,85,A,50.4,C,0,NC,NC,KORIAN PARC DE GASVILLE,SSR KORIAN PARC DE GASVILLE,,RTE,DEPARTEMENTALE 136,28300 GASVILLE OISEME,NULL,,
Centre,280000449,05-CL INF 100 LP,72.73,B,Non,CLINIQUE CARDIOLOGIQUE MAISON BLANCHE,0,0,0,0,NC,C,70,88,A,80,A,40.2,C,0,NC,NC,CLINIQUE CARDIOLOGIQUE MAISON BLANCHE,,14,ALL,HENRY DUNANT,28500 VERNOUILLET,1.3550353000000541,48.71157119999999,
Centre,280000589,02-CH INF 300 LP,75.29,B,Oui,CH NOGENT- LE- ROTROU,0,0,0,90,A,B,84,79.5,A,77.5,A,50.3,C,0,NC,NC,,,,,,,,,
Centre,280001678,09-HAD,73.46,A,Non,HAD CHARTRES SPHERIA,0,0,0,0,NC,C,28,75.5,A,0,NC,91.9,A,0,NC,NC,ASSAD HAD  D'EURE ET LOIR,ASSAD HAD  D'EURE ET LOIR,3,AV,NICOLAS CONTE,28000 CHARTRES,1.5381929000000127,48.4485021,
Centre,280003898,09-HAD,70.98,A,Non,HAD CHATEAUDUN SPHERIA,0,0,0,0,NC,C,28,75.5,A,0,NC,83.9,A,0,NC,NC,,,,,,,,,
Centre,280003948,09-HAD,75.97,A,Non,HAD  NOGENT LE ROTROU SPHERIA,0,0,0,0,NC,C,28,75.5,A,0,NC,111.4,A,0,NC,NC,,,,,,,,,
Centre,280500075,02-CH INF 300 LP,65.79,C,Oui,CH CHATEAUDUN,0,0,0,91,A,B,76,68,C,37.5,C,66.2,B,0.48,C,1,,,,,,,,,
Centre,280502741,10-HEMODIALYSE,81.4,A,Non,A.I.R.B.P IRC CHARTRES,0,0,1,0,NC,C,58,88,A,0,NC,0,D,0,NC,NC,A.I.R.B.P IRC CHARTRES,,56,R,DES ARTISANS,28630 MORANCEZ,1.4987762000000657,48.4055352,
Centre,280504689,10-HEMODIALYSE,73.34,B,Non,CENTRE HEMODIALYSE MAISON BLANCHE,0,0,0,0,NC,B,70,86,A,0,NC,52.9,C,0,NC,NC,CL. NEPHROLOGIQUE DE  MAISON BLANCHE,CLINIQUE NEPHROLOGIQUE DE  MAISON BLANCHE,14,ALL,HENRY DUNANT,28500 VERNOUILLET,1.3550353000000541,48.71157119999999,
Centre,280505223,07-SSR-SLD,81.52,A,Non,CLINIQUE LES SORBIERS,0,0,0,0,NC,A,92,83.5,A,68.75,B,85.5,A,0,NC,NC,INSTITUT DIABETOLOGIE NUTRITION CENTRE,INSTITUT DE DIABETOLOGIE ET NUTRITON CENTRE,35,R,DU VERGER,28300 MAINVILLIERS,1.4548548999999866,48.4589782,
Centre,280505264,07-SSR-SLD,73.2,B,Non,CSR LA BOISSIERE,0,0,0,0,NC,A,100,81,A,72.5,A,46.6,C,0,NC,NC,CLINIQUE  LA BOISSIÉRE,CLINIQUE LA BOISSIÉRE,22,R,DE LA BOISSIERE,28630 NOGENT LE PHAYE,1.5703263000000334,48.4545427,
Centre,280505777,05-CL SUP 100 LP,75.41,B,Oui,NOUVELLE CLINIQUE SAINT FRANÇOIS,0,0,0,88,A,B,92,83.5,B,67.5,B,51.4,C,0,NC,NC,NOUVELLE CLINIQUE SAINT FRANÉOIS,,2,R,ROLAND BUTHIER,28300 MAINVILLIERS,1.451491600000054,48.4553854,
Centre,280506015,07-SSR-SLD,85,NA,Non,LE C.A.L.M.E. ILLIERS COMBRAY,1,0,0,0,NC,NC,0,85,A,0,NC,0,NC,0,NC,NC,LE C.A.L.M.E. ILLIERS COMBRAY,ETABLISSEMENT DE CONVALESCENCE ET DE REPOS LE C.A.L.M.E.,,RTE,DE BROU,28120 ILLIERS COMBRAY,1.2150040000000217,48.263595,
Centre,360000046,02-CH INF 300 LP,70.86,B,Non,CH LA TOUR BLANCHE -  ISSOUDUN,0,0,0,0,NC,E,44,62.5,D,70,B,100.6,A,0.69,C,-1,,,,,,,,,
Centre,360000053,02-CH SUP 300 LP,70.91,C,Oui,CH CHATEAUROUX,0,0,0,83,B,E,44,60,E,90,A,75.3,B,0.73,D,-1,,,,,,,,,
Centre,360000061,02-CH INF 300 LP,86.45,A,Non,CH LA CHATRE,0,0,0,0,NC,C,64,83,A,100,A,90.4,A,0.58,C,0,,,,,,,,,
Centre,360000079,02-CH INF 300 LP,83.63,A,Oui,CH DU BLANC,0,0,0,81,B,B,80,78.5,A,80,A,136.3,A,0.73,D,-1,,,,,,,,,
Centre,360000087,04-HOPITAL LOCAL,50.81,C,Non,CH SAINT CHARLES DE VALENCAY,0,0,0,0,NC,E,20,53.5,D,51.25,B,61.4,B,0,NC,NC,,,,,,,,,
Centre,360000095,04-HOPITAL LOCAL,73.51,A,Non,CH SAINT ROCH DE BUZANCAIS,0,0,0,0,NC,B,76,67.5,B,56.25,B,282.7,A,0,NC,NC,,,,,,,,,
Centre,360000103,04-HOPITAL LOCAL,75.99,A,Non,CH DE CHATILLON-SUR-INDRE,0,0,0,0,NC,D,44,65,B,87.5,A,124,A,0,NC,NC,,,,,,,,,
Centre,360000111,04-HOPITAL LOCAL,81.84,A,Non,FBLANCHE,0,0,0,0,NC,C,50,77.5,A,87.5,A,180.9,A,0,NC,NC,,,,,,,,,
Centre,360000129,05-CL SUP 100 LP,84.5,A,Oui,CLINIQUE MED.OBST.CHIR. SAINT FRANCOIS,0,0,0,84,B,C,82,77,B,83.75,A,105.4,A,0,NC,NC,CLINIQUE SAINT FRANCOIS,CLINIQUE SAINT-FRANCOIS,22,AV,MARCEL LEMOINE,36006 CHATEAUROUX CEDEX,1.6969219000000066,46.8154596,
Centre,360000210,03-ETAB. PSY,48.99,C,Non,CLINIQUE LE HAUT-CLUZEAU,0,0,0,0,NC,C,62,47.5,D,53.75,C,40.2,C,0,NC,NC,CLINIQUE LE HAUT-CLUZEAU,CLINIQUE LE HAUT-CLUZEAU CHASSENEUIL,,LD,LE HAUT CLUZEAU,36800 CHASSENEUIL,NULL,,
Centre,360000392,07-SSR-SLD,74.61,A,Non,CENTRE DEPARTEMENTAL GERIATRIQUE,0,0,0,0,NC,B,80,69.5,B,82.5,A,72.9,B,0.33,C,-1,,,,,,,,,
Centre,360002133,10-HEMODIALYSE,87.43,A,Non,SAS CENTRE NEPHRO. CHATEAUROUX-KENNEDY,0,0,0,0,NC,A,100,87,A,0,NC,82.1,A,0,NC,NC,CTRE NÉPHRO CHÉTEAUROUX-AV.KENNEDY,CENTRE DE NEPHROLOGIE DE CHATEAUROUX - AVENUE KENNEDY,131,AV,JOHN KENNEDY,36000 CHATEAUROUX,1.69237320000002,46.7984549,
Centre,360002232,07-SSR-SLD,81.65,A,Non,CTRE CONV. ET DIET.MANOIR EN BERRY,0,0,0,0,NC,A,92,92.5,A,100,A,39.1,D,0.31,C,0,CTRE CONV. & DIET.MANOIR EN BERRY,CENTRE CONVALESCENCE-DIETETIQUE-MAISON MEDICALE ET NUTRITION,7,R,DU GOLF,36160 POULIGNY NOTRE DAME,2.003872000000001,46.4842264,
Centre,370000051,05-CL INF 100 LP,85.84,A,Oui,CLINIQUE JEANNE D'ARC - ST BENOIT,0,0,0,86,A,A,92,90.5,A,95,A,65.3,B,0,NC,NC,CLINIQUE JEANNE D'ARC - ST BENOIT,,,RTE,DE TOURS,37500 ST BENOIT LA FORET,0.2694543000000067,47.18079669999999,
Centre,370000085,05-CL SUP 100 LP,97.35,A,Oui,CLINIQUE SAINT-GATIEN - TOURS,0,0,0,96,A,A,100,97,A,95,A,108.8,A,0.09,A,1,CLINIQUE SAINT-GATIEN - TOURS,CLINIQUE SAINT-GATIEN,8,PL,DE LA CATHEDRALE,37042 TOURS CEDEX 1,0.6930532999999741,47.3958091,
Centre,370000093,05-CL SUP 100 LP,98.45,A,Oui,CLINIQUE DE L'ALLIANCE - ST CYR LOIRE,0,0,0,92,A,A,100,99,A,100,A,116.3,A,0.26,C,0,CLINIQUE DE L'ALLIANCE - ST CYR/LOIRE,,1,BD,ALFRED NOBEL,37540 ST CYR SUR LOIRE,0.6660980000000336,47.43413959999999,
Centre,370000119,03-ETAB. PSY,52.98,C,Non,CLINIQUE KORIAN VONTES,0,0,0,0,NC,C,60,52,C,80,A,24.1,D,0,NC,NC,CLINIQUE VONTES,,,,,37320 ESVRES,0.7852699999999686,47.284385,
Centre,370000127,03-ETAB. PSY,81.04,A,Non,CHATEAU DE MONTCHENAIN,0,0,0,0,NC,A,84,63,B,93.75,A,98.3,A,0,NC,NC,CLINIQUE RONSARD,CLINIQUE RONSARD-SOCIETE HOSPITALIERE DE MONTCHENAIN,3,R,TONY LAINÉ,37170 CHAMBRAY LES TOURS,0.6911625999999842,47.333745,
Centre,370000135,03-ETAB. PSY,51.27,C,Non,CLINIQUE KORIAN CHAMPGAULT,0,0,0,0,NC,C,60,52,C,80,A,16.8,E,0,NC,NC,CLINIQUE CHAMPGAULT,,,,,37320 ESVRES,0.7852699999999686,47.284385,
Centre,370000143,03-ETAB. PSY,75.64,A,Non,CLINIQUE DU VAL DE LOIRE,0,0,0,0,NC,B,68,77.5,A,98.75,A,53.2,C,0,NC,NC,CLINIQUE DU VAL DE LOIRE,CLINIQUE VAL DE LOIRE,,R,MIRANDOL,37360 BEAUMONT LA RONCE,NULL,,
Centre,370000150,07-SSR-SLD,57.48,C,Non,CLINIQUE VELPEAU,0,0,0,0,NC,B,80,60,C,63.75,B,35.3,D,0.06,A,NC,CLINIQUE VELPEAU,,2,R,CROIX PASQUIER,37081 TOURS CEDEX 2,0.6887279999999691,47.4066051,
Centre,370000184,07-SSR-SLD,43.04,D,Non,A. N. A. S. LE COURBAT,0,0,0,0,NC,B,76,43,E,65,B,4.3,E,0,NC,NC,A. N. A. S. LE COURBAT,,,,,37460 LE LIEGE,1.1036430000000337,47.22893699999999,
Centre,370000200,07-SSR-SLD,69.01,B,Non,MRC CHATEAU DU PLESSIS,0,0,0,0,NC,B,84,50.5,D,96.25,A,66.4,B,0,NC,NC,,,,,,,,,
Centre,370000218,07-SSR-SLD,72.42,B,Non,CRF CLOS ST VICTOR - JOUE LES TOURS,0,0,0,0,NC,C,68,77.5,A,83.75,A,54.5,C,0,NC,NC,CRF CLOS ST VICTOR - JOUÉ LÉS TOURS,CENTRE DE READAPTATION FONCTIONNELLE LE CLOS ST VICTOR,3,R,DE CHANTEPIE,37304 JOUE LES TOURS CEDEX,0.6660444000000325,47.3589254,
Centre,370000341,07-SSR-SLD,82.5,NA,Non,CENTRE  MALVAU,1,0,0,0,NC,NC,0,82.5,A,0,NC,0,NC,0,NC,NC,CENTRE  MALVAU,CENTRE DE POST-CURE POUR ALCOOLIQUES MALVAU,21,QUA,DES VIOLETTES,37402 AMBOISE CEDEX,0.9980622000000494,47.41846080000001,
Centre,370000374,07-SSR-SLD,79.54,A,Non,CRF BEL AIR,0,0,0,0,NC,C,60,79,A,70,B,112.8,A,0,NC,NC,CRF BEL AIR,,,LD,BEL AIR,37390 LA MEMBROLLE SUR CHOISILLE,NULL,,
Centre,370000481,01-CHR-CHU,86.9,A,Oui,CHRU DE TOURS,0,0,0,83,B,B,92,75,C,95,A,150.2,A,0.28,A,1,,,,,,,,,
Centre,370000564,02-CH INF 300 LP,73.86,B,Oui,CH INTER-COM. AMBOISE CHATEAU-RENAULT,0,0,0,83,A,C,64,72,B,71.25,B,77.8,B,0.24,B,0,,,,,,,,,
Centre,370000606,02-CH SUP 300 LP,87.48,A,Oui,CH DU CHINONAIS,0,0,0,95,A,A,100,87,A,80,B,83.9,A,0.14,A,1,,,,,,,,,
Centre,370000614,02-CH INF 300 LP,63,C,Oui,CH DE LOCHES,0,0,0,67,D,E,32,70.5,C,73.75,B,51.6,C,0,NC,NC,,,,,,,,,
Centre,370000713,07-SSR-SLD,55.5,NA,Non,CH LOUIS SEVESTRE,1,0,0,0,NC,NC,0,55.5,C,0,NC,0,NC,0,NC,NC,,,,,,,,,
Centre,370001067,10-HEMODIALYSE,74.2,B,Non,A.R.A.U.C.O.,0,0,0,0,NC,C,54,65,C,0,NC,191.3,A,0,NC,NC,,,,,,,,,
Centre,370001802,09-HAD,51.04,C,Non,HAD PIERRE LARMANDE,0,0,0,0,NC,B,46,57,B,0,NC,43.1,C,0,NC,NC,,,,,,,,,
Centre,370002701,02-CH INF 300 LP,79.15,B,Non,CH JEAN PAGES DE LUYNES,0,0,0,0,NC,B,84,78.5,A,93.75,A,63.2,B,0,NC,NC,,,,,,,,,
Centre,370004327,04-HOPITAL LOCAL,77.22,A,Non,CH SAINTE MAURE DE TOURAINE,0,0,0,0,NC,A,78,64.5,B,76.25,A,114.8,A,0,NC,NC,,,,,,,,,
Centre,370007569,05-CL SUP 100 LP,96.98,A,Oui,POLE SANTE LEONARD DE VINCI,0,0,0,95,A,A,100,93.5,A,100,A,108.9,A,0.2,B,D,PÉLE SANTÉ LÉONARD DE VINCI,,1,AV,DU PROF ALEXANDRE MINKOWSKI,37175 CHAMBRAY LES TOURS CEDEX,0.6894862999999987,47.3354195,
Centre,370009938,09-HAD,72.95,A,Non,HAD TOURS A.R.A.I.R.,0,0,0,0,NC,A,70,59.5,B,0,NC,97.8,A,0,NC,NC,HAD VAL DE LOIRE,HAD VAL DE LOIRE - LE NOBLE AGE,28,AV,MARCEL DASSAULT,37200 TOURS,0.6818802000000233,47.3635472,
Centre,370100539,07-SSR-SLD,93.35,A,Non,MRF BOIS GIBERT,0,0,0,0,NC,A,100,93,A,100,A,83.9,A,0,NC,NC,MRF BOIS GIBERT,MAISON DE READAPTATION FONCTIONNELLE BOIS GIBERT,,RTE,DE BOIS GIBERT,37510 BALLAN MIRE,0.6145890000000236,47.32871799999999,
Centre,370102659,07-SSR-SLD,35.63,D,Non,KORIAN USLD PSY ST-CYR,0,0,0,0,NC,E,32,29,E,70,B,14.7,E,0,A,0,SERVICE USLD PSY BATIMENT LE CEDRE,,118,R,DE LA CROIX PERIGOURD,37540 ST CYR SUR LOIRE,0.6563466999999719,47.4177846,
Centre,410000087,02-CH SUP 300 LP,84.34,A,Oui,CH DE BLOIS,0,0,0,85,A,A,94,82,B,93.75,A,73.7,B,0.28,A,0,,,,,,,,,
Centre,410000095,02-CH INF 300 LP,75.57,B,Non,CH DE VENDOME,0,0,0,0,NC,D,60,75.5,B,95,A,64.2,B,0.41,C,1,,,,,,,,,
Centre,410000103,02-CH SUP 300 LP,86.58,A,Oui,CH DE ROMORANTIN-LANTHENAY,0,0,0,75,C,D,64,91.5,A,92.5,A,92,A,0.42,B,-1,,,,,,,,,
Centre,410000111,04-HOPITAL LOCAL,90.09,A,Non,CH DE ST AIGNAN,0,0,0,0,NC,A,92,88,A,83.75,A,99.1,A,0,NC,NC,,,,,,,,,
Centre,410000129,04-HOPITAL LOCAL,29.71,D,Non,CH HESS DE MARCHENOIR,0,0,0,0,NC,E,8,3.5,E,16.25,C,123.3,A,0,NC,NC,,,,,,,,,
Centre,410000137,04-HOPITAL LOCAL,86.33,A,Non,CH ANTOINE MOREAU DE MONTOIRE,0,0,0,0,NC,B,68,89.5,A,95,A,81.5,A,0,NC,NC,,,,,,,,,
Centre,410000145,04-HOPITAL LOCAL,55.33,C,Non,CH MONTRICHARD,0,0,0,0,NC,E,16,45,E,48.75,B,122.1,A,0,NC,NC,,,,,,,,,
Centre,410000152,04-HOPITAL LOCAL,84.9,A,Non,CH DE SELLES-SUR-CHER,0,0,0,0,NC,A,92,92.5,A,72.5,A,80.4,A,0,NC,NC,,,,,,,,,
Centre,410000202,05-CL SUP 100 LP,90.3,A,Oui,POLYCLINIQUE BLOIS,0,0,0,91,A,A,94,85,A,95,A,92.5,A,0.47,C,0,POLYCLINIQUE BLOIS,,1,R,ROBERT DEBRE,41260 LA CHAUSSEE ST VICTOR,1.342692100000022,47.6177066,
Centre,410000277,03-ETAB. PSY,61.67,B,Non,CLINIQUE DE COUR CHEVERNY,0,0,0,0,NC,B,68,75,A,86.25,A,10.6,E,0,NC,NC,CLINIQUE DE COUR CHEVERNY,CLINIQUE PSYCHIATRIQUE DU CHATEAU DE LA BORDE,120,RTE,DE LA TOUR SOLOGNE,41700 COUR CHEVERNY,1.4621141999999736,47.5321055,
Centre,410000285,03-ETAB. PSY,69.79,B,Non,CLINIQUE MEDICALE DU CENTRE,0,0,0,0,NC,B,76,69,A,95,A,42.8,C,0,NC,NC,CLINIQUE MEDICALE DU CENTRE,CLINIQUE MEDICALE DU CENTRE DU CHATEAU DE SAUMERY,37,R,DE SAUMERY,41350 HUISSEAU SUR COSSON,1.4708559000000605,47.6070218,
Centre,410000293,03-ETAB. PSY,64.1,B,Non,CLINIQUE LA CHESNAIE,0,0,0,0,NC,B,76,71,A,95,A,15.1,E,0,NC,NC,CLINIQUE DE CHAILLES,,,,,41120 CHAILLES,1.306695999999988,47.538157,
Centre,410000301,03-ETAB. PSY,50.51,C,Non,CLINIQUE FRESCHINES,0,0,0,0,NC,D,44,71,A,57.5,B,11.1,E,0,NC,NC,,,,,,,,,
Centre,410000418,07-SSR-SLD,84.07,A,Non,INSTITUT MEDICAL LES PINS,0,0,0,0,NC,A,94,82.5,A,100,A,65.8,B,0.22,C,0,INSTITUT MEDICAL DE SOLOGNE,,1,R,CECILE BOUCHER,41600 LAMOTTE BEUVRON,2.0259682999999313,47.5899475,
Centre,410000442,07-SSR-SLD,71.49,B,Non,RCRF LA MENAUDIERE - CHISSAY,0,0,0,0,NC,A,86,70,A,98.75,A,39.4,D,0,NC,NC,RCRF LA MENAUDIERE - CHISSAY,RCRF LA MENAUDIERE,2,ALL,DE LA MENAUDIERE,41400 CHISSAY EN TOURAINE,1.1559970000000703,47.3546389,
Centre,410004998,05-CL SUP 100 LP,89.35,A,Oui,CLINIQUE DU SAINT COEUR - VENDOME,0,0,0,87,A,B,92,88,A,90,A,91.5,A,0,NC,NC,CLINIQUE DU SAINT COEUR - VENDOME,,10,R,HONORE DE BALZAC,41100 VENDOME,1.0655283999999483,47.797054,
Centre,410005003,09-HAD,70.12,B,Non,HAD41 - BLOIS -  A.R.A.I.R.,0,0,0,0,NC,A,70,53,C,0,NC,137.5,A,0,NC,NC,HAD LOIR ET CHER,HAD LOIR ET CHER - LE NOBLE AGE,8,R,PROFESSEUR PHILIPPE MAUPAS,41260 LA CHAUSSEE ST VICTOR,1.34035659999995,47.6182841,
Centre,410005284,07-SSR-SLD,77.92,A,Non,CLINIQUE DIETETIQUE CLAUDE DE FRANCE,0,0,0,0,NC,E,36,76,A,90,A,90.6,A,0,NC,NC,THERAE CENTRE MEDICAL,,2,R,PHILIPPE MAUPAS,41260 LA CHAUSSEE ST VICTOR,1.34035659999995,47.6182841,
Centre,410005391,07-SSR-SLD,61.38,B,Non,CRF L' HOSPITALET,0,0,0,0,NC,D,50,72.5,A,26.25,C,82.9,A,0,NC,NC,CRF L' HOSPITALET,CENTRE DE READAPTATION FONCTIONNELLE  L' HOSPITALET,33,R,PASTEUR,41800 MONTOIRE SUR LE LOIR,0.8741162000000031,47.7541219,
Centre,410007553,10-HEMODIALYSE,90.58,A,Non,C.I.R.A.D. - BLOIS,0,0,0,0,NC,A,84,87,A,0,NC,131.3,A,0,NC,NC,C.I.R.A.D. - BLOIS (SITE CH DE BLOIS),,,MAIL,PIERRE CHARLOT,41000 BLOIS,1.3419149000000061,47.6000892,
Centre,450000088,01-CHR-CHU,92.9,A,Oui,CH REGIONAL D'ORLEANS,0,0,0,95,A,B,92,87,A,95,A,120.3,A,0.24,A,1,,,,,,,,,
Centre,450000096,02-CH INF 300 LP,80.01,A,Oui,CH DEZARNAULDS - GIEN,0,0,0,76,B,A,92,89,A,72.5,B,68.8,B,0.67,C,0,,,,,,,,,
Centre,450000104,02-CH SUP 300 LP,78.73,B,Oui,CH AGGLOMERATION MONTARGOISE,0,0,0,91,A,D,72,81.5,B,83.75,B,63,B,0.3,A,1,,,,,,,,,
Centre,450000112,02-CH INF 300 LP,90.88,A,Oui,CH DE PITHIVIERS,0,0,0,74,C,A,100,86.5,A,97.5,A,102.1,A,0.49,C,0,,,,,,,,,
Centre,450000138,04-HOPITAL LOCAL,67.74,B,Non,CH LOUR PICOU-BEAUGENCY,0,0,0,0,NC,D,32,76.5,A,66.25,A,72.2,B,0,NC,NC,,,,,,,,,
Centre,450000146,04-HOPITAL LOCAL,84.39,A,Non,CH  BEAUNE-LA-ROLANDE,0,0,0,0,NC,A,100,75,A,87.5,A,89.7,A,0,NC,NC,,,,,,,,,
Centre,450000153,04-HOPITAL LOCAL,52.27,C,Non,CH P. LEBRUN NEUVILLE AUX BOIS,0,0,0,0,NC,E,28,40.5,E,68.75,A,68.7,B,0,NC,NC,,,,,,,,,
Centre,450000161,04-HOPITAL LOCAL,77.47,A,Non,CH DE SULLY-SUR-LOIRE,0,0,0,0,NC,A,92,82.5,A,86.25,A,52.5,C,0,NC,NC,,,,,,,,,
Centre,450000229,05-CL SUP 100 LP,86.13,A,Oui,CLINIQUE LA PRESENTATION,0,0,0,93,A,B,92,88.5,A,85,A,75,B,0,NC,NC,,,,,,,,,
Centre,450000237,05-CL INF 100 LP,69.5,C,Oui,CLINIQUE JEANNE D'ARC - GIEN,0,0,0,87,A,C,72,61,D,90,A,49.5,C,0,NC,NC,CLINIQUE JEANNE D'ARC - GIEN,,2,AV,JEAN VILLEJEAN,45500 GIEN,2.6361673999999766,47.6901124,
Centre,450000245,05-CL SUP 100 LP,98.58,A,Oui,CLINIQUE L'ARCHETTE,0,0,0,96,A,A,100,98,A,100,A,99.4,A,0.11,B,1,CLINIQUE L'ARCHETTE,,83,R,JACQUES MONOD,45161 OLIVET CEDEX,1.9310378999999784,47.8177041,
Centre,450000252,03-ETAB. PSY,70.73,B,Non,CLINIQUE BELLE ALLEE,0,0,0,0,NC,B,78,79,A,72.5,A,50.8,C,0,NC,NC,CLINIQUE BELLE ALLEE,CLINIQUE BELLE ALLEE,24,RTE,D'ORLEANS,45380 CHAINGY,1.796336999999994,47.872953,
Centre,450000278,05-CL INF 100 LP,73.53,B,Non,POLYCLINIQUE LES MURLINS,0,0,0,0,NC,E,46,66.5,D,100,A,73.4,B,0,NC,NC,,,,,,,,,
Centre,450000286,07-SSR-SLD,64.8,B,Non,MRC LES BUISSONNETS,0,0,0,0,NC,B,76,72.5,A,68.75,B,41.7,C,0.07,A,0,MRC LES BUISSONNETS,,87,R,ODETTE TOUPENSE,45160 OLIVET,1.9100051000000349,47.8573179,
